DescricaoObraServico,CodigoObraServico,NumeroContrato,NomeOrgao,CidadeSedeOrgao,TipoSituacaoObra,AndamentoObraServico,NomeCredor,TipoIntervencao,TipoSetorBeneficiario,TipoRegimeExecução,TipoObraServico,TipoAcaoEngenharia,TipoCategoriaObraServico,Latitude,Longitude,CidadeObra,Populacao,CodigoIBGE,DataColeta,ValorOriginalContrato,AnoInicioObra,ValorMedicoes,ValorReajustes,ValorAditado,ValorTotalContrato,DiasAditados,DiasParalisados,DiasOriginaisContrato,ValorSuprimido
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA PAVIMENTAÇÃO PELO MÉTODO CONVENCIONAL EM DIVERSAS RUAS DO MUNICÍPIO DE PARAZINHO/RN,429.007.2021,1512001,PREFEITURA MUNICIPAL DE PARAZINHO,PARAZINHO,CADASTRADA,NÃO REGISTRADO,MORLIS CONSTRUÇÕES E INCORPORAÇÕES EIRELI,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.23256,-35.84406,PARAZINHO,4845,2408805,2021-07-30 10:33:33,377693.14,2021,0,0,0,377693.14,0,0,150,0
"REFORMA E AMPLIAÇÃO DA UNIDADE DE SAÚDE DE CURRAIS, CONFORME APROVAÇÃO NO CONSELHO MUNICIPAL DE SAÚDE.",424.014.2021,11,PREFEITURA MUNICIPAL DE NÍSIA FLORESTA,NÍSIA FLORESTA,CADASTRADA,NÃO REGISTRADO,MORLIS CONSTRUÇÕES E INCORPORAÇÕES EIRELI,OUTROS,SAÚDE,EXECUÇÃO INDIRETA,POSTO DE SAÚDE,OBRA,SAÚDE,-6.11604,-35.20168,NÍSIA FLORESTA,23784,2408201,2021-07-30 10:33:33,138260.45,2019,0,0,0,138260.45,0,0,359,0
EXECUÇÃO DOS SERVIÇOS DE CONSTRUÇÃO DE 05 (CINCO) CAMPOS DE FUTEBOL NO MUNICÍPIO DE CEARÁ-MIRIM.,364.006.2021,44,PREFEITURA MUNICIPAL DE CEARÁ-MIRIM,CEARÁ-MIRIM,CADASTRADA,NÃO REGISTRADO,M2 ENGENHARIA EIRELI,CONSTRUÇÃO,ESPORTE,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-5.60015,-35.30863,CEARÁ-MIRIM,68141,2402600,2021-07-30 10:33:33,399330.05,2019,0,0,0,399330.05,0,0,119,0
EXECUÇÃO DOS SERVIÇOS DE CONSTRUÇÃO DE 05 (CINCO) CAMPOS DE FUTEBOL NO MUNICÍPIO DE CEARÁ-MIRIM.,364.006.2021,44,PREFEITURA MUNICIPAL DE CEARÁ-MIRIM,CEARÁ-MIRIM,CADASTRADA,NÃO REGISTRADO,M2 ENGENHARIA EIRELI,CONSTRUÇÃO,ESPORTE,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-5.64108,-35.43969,CEARÁ-MIRIM,68141,2402600,2021-07-30 10:33:33,399330.05,2019,0,0,0,399330.05,0,0,119,0
EXECUÇÃO DOS SERVIÇOS DE CONSTRUÇÃO DE 05 (CINCO) CAMPOS DE FUTEBOL NO MUNICÍPIO DE CEARÁ-MIRIM.,364.006.2021,44,PREFEITURA MUNICIPAL DE CEARÁ-MIRIM,CEARÁ-MIRIM,CADASTRADA,NÃO REGISTRADO,M2 ENGENHARIA EIRELI,CONSTRUÇÃO,ESPORTE,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-5.63884,-35.43207,CEARÁ-MIRIM,68141,2402600,2021-07-30 10:33:33,399330.05,2019,0,0,0,399330.05,0,0,119,0
EXECUÇÃO DOS SERVIÇOS DE CONSTRUÇÃO DE 05 (CINCO) CAMPOS DE FUTEBOL NO MUNICÍPIO DE CEARÁ-MIRIM.,364.006.2021,44,PREFEITURA MUNICIPAL DE CEARÁ-MIRIM,CEARÁ-MIRIM,CADASTRADA,NÃO REGISTRADO,M2 ENGENHARIA EIRELI,CONSTRUÇÃO,ESPORTE,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-5.65737,-35.41911,CEARÁ-MIRIM,68141,2402600,2021-07-30 10:33:33,399330.05,2019,0,0,0,399330.05,0,0,119,0
EXECUÇÃO DOS SERVIÇOS DE CONSTRUÇÃO DE 05 (CINCO) CAMPOS DE FUTEBOL NO MUNICÍPIO DE CEARÁ-MIRIM.,364.006.2021,44,PREFEITURA MUNICIPAL DE CEARÁ-MIRIM,CEARÁ-MIRIM,CADASTRADA,NÃO REGISTRADO,M2 ENGENHARIA EIRELI,CONSTRUÇÃO,ESPORTE,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-5.71879,-35.36363,CEARÁ-MIRIM,68141,2402600,2021-07-30 10:33:33,399330.05,2019,0,0,0,399330.05,0,0,119,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA PARA PRESTAÇÃO DOS SERVIÇOS DE AMPLIAÇÃO DO SISTEMA DE ABASTECIMENTO DE ÁGUA NO MUNICÍPIO DE CEARÁ-MIRIM/RN.,364.003.2021,65,PREFEITURA MUNICIPAL DE CEARÁ-MIRIM,CEARÁ-MIRIM,CADASTRADA,NÃO REGISTRADO,M2 ENGENHARIA EIRELI,AMPLIAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,SISTEMA DE ABASTECIMENTO D’ÁGUA,OBRA,SANEAMENTO BÁSICO,-5.64417,-35.41658,CEARÁ-MIRIM,68141,2402600,2021-07-30 10:33:33,6931912.59,2019,0,0,0,6931912.59,0,0,366,0
"EXECUÇÃO DOS SERVIÇOS DE REFORMA E AMPLIAÇÃO DO GINÁSIO DE ESPORTE ADERSON ELÓI DE ALMEIDA NO MUNICÍPIO DE CEARÁ MIRIM/RN, ATRAVÉS DO CONTRATO DE REPASSE Nº 873930/2018/ME/CAIXA.",364.005.2021,162,PREFEITURA MUNICIPAL DE CEARÁ-MIRIM,CEARÁ-MIRIM,CADASTRADA,NÃO REGISTRADO,ARTHUR NUNES DE FREITAS-ME,REFORMA E AMPLIAÇÃO,ESPORTE,EXECUÇÃO INDIRETA,GINÁSIO POLIESPORTIVO,OBRA,ESPORTE E LAZER,-5.63183,-35.42408,CEARÁ-MIRIM,68141,2402600,2021-07-30 10:33:33,185022.31,2020,0,0,0,185022.31,0,0,149,0
"EXECUÇÃO DOS SERVIÇOS DE REFORMA E AMPLIAÇÃO DA ESCOLA MUNICIPAL AUGUSTO XAVIER DE GÓIS, LOCALIZADA NO DISTRITO DE MURIÚ NO MUNICÍPIO DE CEARÁ-MIRIM/RN.",364.004.2021,80,PREFEITURA MUNICIPAL DE CEARÁ-MIRIM,CEARÁ-MIRIM,CADASTRADA,NÃO REGISTRADO,MARIA EDUARDA CONSTRUÇÕES E SERVIÇOS EIRELI ME,REFORMA E AMPLIAÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-5.56347,-35.24181,CEARÁ-MIRIM,68141,2402600,2021-07-30 10:33:33,624173.34,2020,0,0,0,624173.34,0,0,365,0
"CONSTRUÇÃO DA CRECHE PROINFÂNCIA – PADRÃO FNDE, NA LOCALIDADE MURIÚ, NO MUNICÍPIO DE CEARÁ MIRIM/RN.",364.001.2021,101,PREFEITURA MUNICIPAL DE CEARÁ-MIRIM,CEARÁ-MIRIM,CADASTRADA,NÃO REGISTRADO,EBS CONSTRUÇÕES E SERVIÇOS EIRELI - EPP,CONSTRUÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,CRECHE,OBRA,EDUCAÇÃO E CULTURA,-5.57009,-35.24561,CEARÁ-MIRIM,68141,2402600,2021-07-30 10:33:33,1307968,2017,0,0,0,1307968,0,0,365,0
"CONSTRUÇÃO DA CRECHE PROINFÂNCIA – PADRÃO FNDE, NA LOCALIDADE COQUEIROS, NO MUNICÍPIO DE CEARÁ MIRIM/RN.",364.002.2021,112,PREFEITURA MUNICIPAL DE CEARÁ-MIRIM,CEARÁ-MIRIM,CADASTRADA,NÃO REGISTRADO,EBS CONSTRUÇÕES E SERVIÇOS EIRELI - EPP,CONSTRUÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,CRECHE,OBRA,EDUCAÇÃO E CULTURA,-5.60433,-35.3064,CEARÁ-MIRIM,68141,2402600,2021-07-30 10:33:33,1663891,2017,0,0,0,1663891,0,0,365,0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUTAR TODAS AS ATIVIDADES INERENTES AO SERVIÇO DE PAVIMENTAÇÃO EM PARALELEPÍPEDO CONVENCIONAL, ASSENTAMENTO DE MEIO FIO PRÉ-FABRICADO E DRENAGEM SUPERFICIAL NA RUA PADRE CÍCERO E DIVERSAS RUAS PROJETADAS PRÓXIMO A UNIDADE MISTA DE SAÚDE E AO GINÁSIO DE ESPORTE BOA ESPERANÇA DESTE MUNICÍPIO.",417.007.2021,52,PREFEITURA MUNICIPAL DE MONTANHAS,MONTANHAS,CADASTRADA,NÃO REGISTRADO,L SILVA L AVLES CONSTRUTORA LTDA EPP,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.48862,-35.28603,MONTANHAS,11413,2407708,2021-07-30 10:33:33,257454.04,2020,0,0,25322.33,282776.37,111,0,91,0
"CONTRATAÇÃO DE EMPRESA PARA PAVIMENTAÇÃO À PARALELEPIPEDO COM DRENAGEM SUPERFICIAL DAS RUAS MARTINS SOARES DUTRA, RUA FRANCISCO RAIMUNDO E TRAVESSA FRANCISCO RAIMUNDO DO MUNICIPIO DE JARDIM DE PIRANHAS",398.002.2021,042,PREFEITURA MUNICIPAL DE JARDIM DE PIRANHAS,JARDIM DE PIRANHAS,CONCLUÍDA - COM TERMO DE RECEBIMENTO PROVISÓRIO,DE ACORDO COM O CRONOGRAMA,"NUNES EMPREENDIMENTOS, COMÉRCIO, CONSTRUÇÕES E SERVIÇOS LTDA-ME",PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.38258,-37.35211,JARDIM DE PIRANHAS,13506,2405603,2021-07-30 10:33:33,239611.56,2020,150136.24,0,0,239611.56,0,0,122,0
REFORMA NA COBERTURA E CAIXA DE ÁGUA DA SECRETARIA DE TRIBUTAÇÃO DO ESTADO DO RIO GRANDE DO NORTE - SET - CENTRO ADMINISTRATIVO.,528.012.2021,018,SECRETARIA DE ESTADO DA INFRA-ESTRUTURA,NATAL,INICIADA,ATRASADO COM RELAÇÃO AO CRONOGRAMA,HB ENGENHARIA LTDA EPP,REFORMA,ADMINISTRAÇÃO CENTRAL,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-5.83132,-35.21423,NATAL,803739,2408102,2021-07-30 10:33:33,206988.8,2019,244491.33,0,50560.43,257549.23,595,0,149,0
AMPLIAÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,484.003.2021,20190195,PREFEITURA MUNICIPAL DE SÃO VICENTE,SÃO VICENTE,CADASTRADA,NÃO REGISTRADO,JUDSON G. DA SILVA SERVIÇOS E CONSTRUÇÕES EIRELLI,AMPLIAÇÃO,SAÚDE,EXECUÇÃO INDIRETA,UPA,OBRA,SAÚDE,-6.21883,-36.6822,SÃO VICENTE,6028,2413003,2021-07-30 10:33:33,412369.5,2019,0,0,0,412369.5,700,0,185,0
CONSTRUÇÃO DO CMEI KÁTIA GARCIA,1275.011.2021,16,SECRETARIA MUNICIPAL DE EDUCAÇÃO DE NATAL,NATAL,CADASTRADA,NÃO REGISTRADO,R. DE PAULA CONSTRUÇÕES LTDA-ME,CONSTRUÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,CRECHE,OBRA,EDUCAÇÃO E CULTURA,-5.84318,-35.21854,NATAL,803739,2408102,2021-07-30 10:33:33,1536500.11,2020,0,0,0,1536500.11,179,0,425,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REALIZAÇÃO DE OBRA DE IMPLANTAÇÃO E RECUPERAÇÃO DE ILUMINAÇÃO DE VIAS PÚBLICAS COM O INTUITO DE GARANTIR A LUMINOSIDADE E A SEGURANÇA PÚBLICA A POPULAÇÃO.,409.008.2021,2021054,PREFEITURA MUNICIPAL DE LUCRÉCIA,LUCRÉCIA,CADASTRADA,NÃO REGISTRADO,ATR VIANA CONSTRUTORA LTDA,MANUTENÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,"MANUTENÇÃO (EX: GASODUTOS, ILUMINAÇÃO PÚBLICA, SINALIZAÇÃO VIÁRIA, ETC)",SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-6.11673,-37.81394,LUCRÉCIA,3633,2406908,2021-07-30 10:33:33,298704.29,2021,0,0,0,298704.29,0,0,364,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REALIZAÇÃO DE OBRA DE IMPLANTAÇÃO E RECUPERAÇÃO DE ILUMINAÇÃO DE VIAS PÚBLICAS COM O INTUITO DE GARANTIR A LUMINOSIDADE E A SEGURANÇA PÚBLICA A POPULAÇÃO.,409.008.2021,2021054,PREFEITURA MUNICIPAL DE LUCRÉCIA,LUCRÉCIA,CADASTRADA,NÃO REGISTRADO,ATR VIANA CONSTRUTORA LTDA,MANUTENÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,"MANUTENÇÃO (EX: GASODUTOS, ILUMINAÇÃO PÚBLICA, SINALIZAÇÃO VIÁRIA, ETC)",SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-6.11846,-37.81289,LUCRÉCIA,3633,2406908,2021-07-30 10:33:33,298704.29,2021,0,0,0,298704.29,0,0,364,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REALIZAÇÃO DE OBRA DE IMPLANTAÇÃO E RECUPERAÇÃO DE ILUMINAÇÃO DE VIAS PÚBLICAS COM O INTUITO DE GARANTIR A LUMINOSIDADE E A SEGURANÇA PÚBLICA A POPULAÇÃO.,409.008.2021,2021054,PREFEITURA MUNICIPAL DE LUCRÉCIA,LUCRÉCIA,CADASTRADA,NÃO REGISTRADO,ATR VIANA CONSTRUTORA LTDA,MANUTENÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,"MANUTENÇÃO (EX: GASODUTOS, ILUMINAÇÃO PÚBLICA, SINALIZAÇÃO VIÁRIA, ETC)",SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-6.11867,-37.81395,LUCRÉCIA,3633,2406908,2021-07-30 10:33:33,298704.29,2021,0,0,0,298704.29,0,0,364,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REALIZAÇÃO DE OBRA DE IMPLANTAÇÃO E RECUPERAÇÃO DE ILUMINAÇÃO DE VIAS PÚBLICAS COM O INTUITO DE GARANTIR A LUMINOSIDADE E A SEGURANÇA PÚBLICA A POPULAÇÃO.,409.008.2021,2021054,PREFEITURA MUNICIPAL DE LUCRÉCIA,LUCRÉCIA,CADASTRADA,NÃO REGISTRADO,ATR VIANA CONSTRUTORA LTDA,MANUTENÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,"MANUTENÇÃO (EX: GASODUTOS, ILUMINAÇÃO PÚBLICA, SINALIZAÇÃO VIÁRIA, ETC)",SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-6.11671,-37.81613,LUCRÉCIA,3633,2406908,2021-07-30 10:33:33,298704.29,2021,0,0,0,298704.29,0,0,364,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REALIZAÇÃO DE OBRA DE IMPLANTAÇÃO E RECUPERAÇÃO DE ILUMINAÇÃO DE VIAS PÚBLICAS COM O INTUITO DE GARANTIR A LUMINOSIDADE E A SEGURANÇA PÚBLICA A POPULAÇÃO.,409.008.2021,2021054,PREFEITURA MUNICIPAL DE LUCRÉCIA,LUCRÉCIA,CADASTRADA,NÃO REGISTRADO,ATR VIANA CONSTRUTORA LTDA,MANUTENÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,"MANUTENÇÃO (EX: GASODUTOS, ILUMINAÇÃO PÚBLICA, SINALIZAÇÃO VIÁRIA, ETC)",SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-6.11838,-37.81627,LUCRÉCIA,3633,2406908,2021-07-30 10:33:33,298704.29,2021,0,0,0,298704.29,0,0,364,0
FORNECIMENTO DE MATERIAIS E MÃO DE OBRA PARA A IMPLANTAÇÃO DE SISTEMA DE ESGOTAMENTO SANITÁRIO EM BAIRROS CENTRAIS DE SÃO GONÇALO DO AMARANTE/RN.,464.011.2021,227,PREFEITURA MUNICIPAL DE SÃO GONÇALO DO AMARANTE,SÃO GONÇALO DO AMARANTE,INICIADA,DE ACORDO COM O CRONOGRAMA,CONSTRUTORA GASPAR S.A.,OUTROS,MEIO AMBIENTE,EXECUÇÃO INDIRETA,SISTEMA DE ESGOTAMENTO SANITÁRIO,OBRA,SANEAMENTO BÁSICO,-5.7856,-35.32869,SÃO GONÇALO DO AMARANTE,87668,2412005,2021-07-30 10:33:33,71380693.71,2021,259346.5,0,0,71380693.71,0,0,1096,0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA E AMPLIAÇÃO DA UNIDADE DE SAÚDE DE GENIPAPERO, CONFORME APROVAÇÃO DO CONSELHO MUNICIPAL DE SAÚDE.",424.015.2021,10,PREFEITURA MUNICIPAL DE NÍSIA FLORESTA,NÍSIA FLORESTA,CADASTRADA,NÃO REGISTRADO,CONSTRUTORA ODECAM LTDA. ME,OUTROS,SAÚDE,EXECUÇÃO INDIRETA,POSTO DE SAÚDE,OBRA,SAÚDE,-6.13245,-35.17433,NÍSIA FLORESTA,23784,2408201,2021-07-30 10:33:33,105044.21,2019,0,0,0,105044.21,0,0,239,0
"RECUPERAÇÃO DE PAVIMENTAÇÃO ASFÁLTICA COM CBUQ (TAPA BURACO), DAS RUAS E AVENIDAS DA CIDADE, NAS ZONAS: REGIÃO NOROESTE LIMITA-SE ENTRE O RIO MOSSORÓ E A AV. JOÃO DA ESCÓCIA; REGIÃO SUDOESTE LIMITA-SE ENTE A AV. JOÃO DA ESCÓCIA E O RIO MOSSORÓ; REGIÃO NORDESTE LIMITA-SE ENTRE A AV. PRESIDENTE DUTRA E O RIO MOSSORÓ; REGIÃO SUDESTE LIMITA-SE ENTE O RIO MOSSORÓ E A AV. PRESIDENTE DUTRA - MOSSORÓ/RN",418.004.2021,59,PREFEITURA MUNICIPAL DE MOSSORÓ,MOSSORÓ,CADASTRADA,NÃO REGISTRADO,ASFALTO CONSTRUCOES E SERVICOS EIRELI,RECUPERAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.18714,-37.34034,MOSSORÓ,259815,2408003,2021-07-30 10:33:33,3330597.21,2021,0,0,0,3330597.21,0,0,365,0
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE OBRA DE IMPLANTAÇÃO DE MELHORIAS SANITÁRIAS DOMICILIARES,798.002.2021,000035,FUNDO DE SAÚDE DE SANTO ANTÔNIO,SANTO ANTÔNIO,CADASTRADA,NÃO REGISTRADO,CARVALHO ENGENHARIA COMÉRCIO E SERVIÇOS EIRELI,CONSTRUÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,REDE COLETORA DE ESGOTO,OBRA,SANEAMENTO BÁSICO,-6.30819,-35.47812,SANTO ANTÔNIO,22216,2411502,2021-07-30 10:33:33,482320.34,2021,0,0,0,482320.34,0,0,227,0
"EXECUÇÃO DAS OBRAS / SERVIÇOS DE REFORMA E REVITALIZAÇÃO DAS PRAÇAS DA RUA NOSSA SENHORA DA CONCEIÇÃO, MUNICÍPIO DE SERRA CAIADA/RN.",457.004.2021,048,PREFEITURA MUNICIPAL DE SERRA CAIADA,SERRA CAIADA,INICIADA,ATRASADO COM RELAÇÃO AO CRONOGRAMA,"AGIL CONSTRUCOES, COMERCIO E SERVICOS EIRELI - ME",REFORMA,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-6.10617,-35.71377,SERRA CAIADA,8768,2410306,2021-07-30 10:33:33,233413.23,2020,70427.48,0,0,233413.23,0,0,365,0
CONTRATAÇÃO DE EMPRESA PARA REALIZAÇÃO DE OBRAS DE RECUPERAÇÃO E REVITALIZAÇÃO DE ESTRUTURA FÍSICA DE BLOCOS E SALAS DA UERN.,536.001.2021,001,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,MOSSORÓ,CADASTRADA,NÃO REGISTRADO,WSC EMPREENDIMENTOS E CONSTRUCOES LTDA,REFORMA,EDUCAÇÃO,EXECUÇÃO INDIRETA,UNIVERSIDADE,OBRA,EDUCAÇÃO E CULTURA,-5.20579,-37.31579,MOSSORÓ,259815,2408003,2021-07-30 10:33:33,388233.98,2021,0,0,0,388233.98,0,0,364,0
CONTRATAÇÃO DE EMPRESA PARA REALIZAÇÃO DE OBRA DE REFORMA DE BLOCOS DE SALA DE AULA NO CAMPUS CENTRAL DA UERN.,536.002.2021,003,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,MOSSORÓ,CADASTRADA,NÃO REGISTRADO,WSC EMPREENDIMENTOS E CONSTRUCOES LTDA,REFORMA,EDUCAÇÃO,EXECUÇÃO INDIRETA,UNIVERSIDADE,OBRA,EDUCAÇÃO E CULTURA,-5.20547,-37.31596,MOSSORÓ,259815,2408003,2021-07-30 10:33:33,592741.05,2021,0,0,0,592741.05,0,0,364,0
CONTRATAÇÃO DE EMPRESA PARA REALIZAÇÃO DE OBRAS DE CONSTRUÇÃO DE TANQUES SÉPTICOS E SUMIDOUROS NO CAMPUS CENTRAL DA UERN.,536.003.2021,004,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,MOSSORÓ,CADASTRADA,NÃO REGISTRADO,WSC EMPREENDIMENTOS E CONSTRUCOES LTDA,CONSTRUÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,SISTEMA DE ESGOTAMENTO SANITÁRIO,OBRA,SANEAMENTO BÁSICO,-5.20542,-37.31571,MOSSORÓ,259815,2408003,2021-07-30 10:33:33,150765.91,2021,0,0,0,150765.91,0,0,364,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REALIZAÇÃO DE PAVIMENTAÇÃO DE TRECHOS DA AVENIDA CHIQUINHO GALDINO E DA RUA RAUL DE ALENCAR - ZONA URBANA - LUCRÉCIA/RN. CONVENIO SICONV Nº 836181/2016.,409.012.2021,20170228,PREFEITURA MUNICIPAL DE LUCRÉCIA,LUCRÉCIA,CADASTRADA,NÃO REGISTRADO,"A & T CONSTRUÇÕES, COMERCIO E SERVIÇOS LTDA - EPP",OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.11638,-37.81583,LUCRÉCIA,3633,2406908,2021-07-30 10:33:33,247377.72,2017,0,0,0,247377.72,364,0,194,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REALIZAÇÃO DE PAVIMENTAÇÃO DE TRECHOS DA AVENIDA CHIQUINHO GALDINO E DA RUA RAUL DE ALENCAR - ZONA URBANA - LUCRÉCIA/RN. CONVENIO SICONV Nº 836181/2016.,409.012.2021,20170228,PREFEITURA MUNICIPAL DE LUCRÉCIA,LUCRÉCIA,CADASTRADA,NÃO REGISTRADO,"A & T CONSTRUÇÕES, COMERCIO E SERVIÇOS LTDA - EPP",OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.11607,-37.81439,LUCRÉCIA,3633,2406908,2021-07-30 10:33:33,247377.72,2017,0,0,0,247377.72,364,0,194,0
CONTRATAÇÃO DOS SERVIÇOS DE EXECUÇÃO DA OBRA DE PAVIMENTAÇÃO E DRENAGEM SUPERFICIAL DE VIA PÚBLICA – RUA OSVALDO FERNANDES NA ZONA URBANA DO MUNICÍPIO DE SERRA NEGRA DO NORTE/RN.,475.006.2021,041,PREFEITURA MUNICIPAL DE SERRA NEGRA DO NORTE,SERRA NEGRA DO NORTE,CADASTRADA,NÃO REGISTRADO,"WBEMPREENDIMENTOS, SERVIÇOS E COMERCIOEIRELI",PAVIMENTAÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.6608,-37.39245,SERRA NEGRA DO NORTE,7770,2413409,2021-07-30 10:33:33,248220.95,2020,0,0,61040.14,309261.09,544,0,364,0
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA PAVIMENTAÇÃO EM TSD – TRATAMENTO SUPERFICIAL DUPLO PARA A PRIMEIRA FASE DE ACESSO A PRAIA DE ENXU QUEIMADO.,439.002.2021,001,PREFEITURA MUNICIPAL DE PEDRA GRANDE,PEDRA GRANDE,CADASTRADA,NÃO REGISTRADO,PROSERN COMERCIO E EMPREENDIMENTOS LTDA - ME,OUTROS,OUTRO,EXECUÇÃO INDIRETA,RODOVIA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.0741,-35.84822,PEDRA GRANDE,3521,2409506,2021-07-30 10:33:33,595761.57,2020,0,0,0,595761.57,0,0,184,0
REFORMA DA CRECHE CHAPEUZINHO VERMELHO,363.005.2021,051,PREFEITURA MUNICIPAL DE CORONEL JOÃO PESSOA,CORONEL JOÃO PESSOA,INICIADA,NÃO REGISTRADO,BOBO CONSTRUÇÕES E SERVIÇOS EIRELI,REFORMA,EDUCAÇÃO,EXECUÇÃO INDIRETA,CRECHE,OBRA,EDUCAÇÃO E CULTURA,-6.26021,-38.44251,CORONEL JOÃO PESSOA,4772,2402907,2021-07-30 10:33:33,31112.7,2021,0,0,0,31112.7,0,0,92,0
"CONTRATAÇÃO DE EMPRESA PARA ESPECIALIZADA EM MANUTENÇÃO DE TRÊS PRAÇAS DO BAIRRO DA ESTAÇÃO, ANEQUIM E PRAÇA DO CEMITERIO NO MUNICÍPIO DE GOIANINHA/RN",382.007.2021,049,PREFEITURA MUNICIPAL DE GOIANINHA,GOIANINHA,INICIADA,ATRASADO COM RELAÇÃO AO CRONOGRAMA,FDS CONSTRUÇÕES E SERVIÇOS EIRELI,MANUTENÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-6.25358,-35.21543,GOIANINHA,22481,2404200,2021-07-30 10:33:33,27559.19,2021,50311.12,0,0,27559.19,0,0,228,0
